provnum,msr_cd,msr_descr,avg_value,ownership,inhosp,adj_total,adj_rn
56066,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"For profit - Corporation",NO,3.74074,0.46437
56069,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,3.30768,0.40599
56071,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"Non profit - Corporation",NO,5.22425,1.19833
56073,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.6,"For profit - Corporation",NO,4.07693,0.69455
56074,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,3.62411,0.41979
56076,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"For profit - Corporation",NO,3.71559,0.69328
56077,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"Non profit - Church related",NO,5.70459,1.64536
56078,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.9,"For profit - Corporation",NO,5.14156,0.20322
56079,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.3,"For profit - Corporation",NO,6.27549,0.53221
56080,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.1,"For profit - Partnership",NO,3.58,0.38154
56082,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,3.90612,0.49483
56083,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"Non profit - Corporation",NO,3.79628,0.41753
56084,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.64595,0.43168
56086,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,4.14263,0.66803
56090,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.9,"For profit - Corporation",NO,5.03175,0.85114
56092,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.5,"For profit - Corporation",NO,5.21413,0.52925
56095,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,3.37219,0.42601
56096,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"Non profit - Corporation",NO,4.0893,0.70324
56098,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,5.03074,1.7297
56100,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.1,"For profit - Partnership",NO,3.3229,0.52143
56101,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,4.08946,0.77623
56103,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,4.50242,0.81239
56104,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.8,"For profit - Corporation",NO,3.98712,0.61379
56105,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,4.55038,0.80083
56109,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,4.72752,0.72879
56110,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,3.3502,0.46604
56114,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.6,"For profit - Corporation",NO,3.79958,0.38835
56115,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,3.70622,0.44685
56116,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.9,"For profit - Corporation",NO,3.09001,0.84156
56117,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.3,"For profit - Corporation",NO,4.6798,0.27192
56118,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.1,"For profit - Corporation",NO,4.3237,0.46936
56120,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.8253,0.39979
56121,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.2,"For profit - Corporation",NO,3.60282,0.49564
56122,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.7,"For profit - Corporation",NO,3.88629,0.55279
56123,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"For profit - Corporation",NO,4.29747,0.66227
56124,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.1,"For profit - Partnership",NO,3.1528,0.32805
56125,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.2,"For profit - Corporation",NO,4.66208,0.63306
56127,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,3.63624,0.32019
56129,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"For profit - Corporation",NO,4.49737,0.44332
56132,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,3.35254,0.29128
56133,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.9,"For profit - Corporation",NO,3.9479,0.52282
56136,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"For profit - Corporation",NO,3.92408,0.25884
56137,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Partnership",NO,4.32714,0.36984
56138,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.7,"Non profit - Corporation",NO,4.16829,0.49325
56139,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.8,"For profit - Corporation",NO,3.52115,0.39408
56143,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,4.24115,0.21046
56144,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"For profit - Corporation",NO,3.27726,0.42065
56145,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.4,"For profit - Corporation",NO,3.61729,0.36212
56148,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.66869,0.3761
56149,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,4.06559,0.45228
56150,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14,"For profit - Corporation",NO,3.41406,0.43234
56151,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.6,"For profit - Partnership",NO,4.43481,0.5261
56155,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"Government - Hospital district",YES,3.93961,0.78129
56157,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"For profit - Corporation",NO,4.2568,0.28797
56158,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.2,"For profit - Corporation",NO,4.65706,1.0422
56159,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8,"For profit - Corporation",NO,4.15337,0.41605
56162,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.7,"For profit - Corporation",NO,3.76996,0.34791
56164,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"For profit - Corporation",NO,3.86129,0.58832
56166,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",24.5,"For profit - Partnership",NO,4.45237,0.37364
56167,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12,"For profit - Corporation",NO,3.88589,0.18687
56168,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"For profit - Corporation",NO,3.50182,0.21634
56169,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Partnership",NO,3.6527,0.33505
56170,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Partnership",NO,3.43004,0.51989
56174,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Corporation",NO,4.17179,0.69771
56176,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Corporation",NO,3.64003,0.4597
56177,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"For profit - Corporation",NO,3.45108,0.43498
56178,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Corporation",NO,3.49681,0.75846
56182,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14,"For profit - Partnership",NO,3.571,0.54933
56183,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15.7,"For profit - Corporation",NO,4.18211,0.44529
56185,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,4.16331,0.37296
56186,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.8,"For profit - Corporation",NO,5.20878,0.55168
56188,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.9,"For profit - Corporation",NO,3.69993,0.47834
56189,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.9,"For profit - Corporation",NO,3.61409,0.71992
56190,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,4.11824,0.21332
56192,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Individual",NO,4.5291,0.70583
56194,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Partnership",NO,3.61752,0.45394
56195,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15,"For profit - Corporation",NO,3.90503,0.60486
56198,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.4,"For profit - Corporation",NO,4.23166,0.76127
56200,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"Non profit - Corporation",NO,4.72701,1.18969
56201,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"For profit - Corporation",NO,4.63148,0.44348
56203,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,4.2553,0.70233
56206,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.6,"For profit - Corporation",NO,4.01003,0.52901
56207,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"For profit - Corporation",NO,3.51148,0.54271
56212,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"For profit - Corporation",NO,4.22249,0.54997
56213,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.2,"For profit - Corporation",NO,3.60287,0.68728
56214,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Corporation",NO,4.81609,0.39746
56215,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.8,"For profit - Corporation",NO,4.36207,0.74301
56216,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,4.23555,0.61587
56218,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.2,"For profit - Corporation",NO,4.03753,0.6555
56220,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.9,"For profit - Corporation",NO,4.64469,0.46853
56222,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"For profit - Corporation",NO,4.63779,0.54577
56225,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"For profit - Corporation",NO,3.45504,0.41908
56228,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,3.73715,0.4185
56229,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.1,"For profit - Corporation",NO,4.0585,0.29983
56231,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,4.76682,0.32577
56234,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Individual",NO,4.2418,0.6119
56237,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"For profit - Corporation",NO,3.52488,0.1968
56238,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.4,"For profit - Corporation",NO,3.4386,0.47407
56242,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.9,"For profit - Corporation",NO,5.22721,0.46576
56243,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"For profit - Corporation",NO,4.65018,0.70651
56244,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,4.32078,0.39467
56250,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"For profit - Corporation",NO,3.5553,0.54453
56253,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.6,"For profit - Corporation",NO,3.70789,0.51689
56258,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.2,"For profit - Corporation",NO,3.26192,0.36021
56259,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.4,"For profit - Corporation",NO,4.03254,0.39779
56260,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.1,"For profit - Corporation",NO,3.57958,0.49254
56261,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.7,"For profit - Corporation",NO,3.95956,0.37347
56265,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,4.08678,0.63992
56266,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,3.61866,0.6541
56267,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Partnership",NO,4.34448,0.46886
56271,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.6,"For profit - Corporation",NO,4.25828,0.58896
56272,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"For profit - Corporation",NO,4.48718,0.67873
56274,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"For profit - Corporation",NO,3.83046,0.34848
56280,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.5,"For profit - Corporation",NO,3.73503,0.07562
56283,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"Non profit - Church related",NO,3.44427,0.36616
56286,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"Non profit - Corporation",NO,4.97345,0.42148
56288,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.7,"For profit - Corporation",NO,3.81185,0.28707
56290,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.6,"Non profit - Corporation",NO,4.2532,0.95359
56291,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"For profit - Corporation",NO,3.70535,0.33489
56293,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Corporation",NO,3.47346,0.80298
56294,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.5,"For profit - Corporation",NO,3.46515,0.42837
56296,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,4.60071,0.29905
56298,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Corporation",NO,3.60947,0.43605
56300,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Partnership",NO,4.35794,0.61825
56301,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,3.54561,0.50295
56304,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.4,"For profit - Partnership",NO,3.48479,0.63192
56308,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"For profit - Corporation",NO,3.92185,0.5437
56311,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",23.8,"For profit - Corporation",YES,6.34039,0.57719
56313,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Corporation",NO,4.16441,0.35604
56315,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.5,"For profit - Individual",NO,3.0296,0.22871
56316,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",20.7,"For profit - Corporation",NO,4.52126,0.77236
