hospital_name,state,measure_name,number_of_discharges,number_of_readmissions,excess_readmission_ratio,region_name
"BOTHWELL REGIONAL HEALTH CENTER",MO,READM-30-PN-HRRP,456,62,0.9227,"Midwest Region"
"ST MARY'S HEALTH CENTER",MO,READM-30-AMI-HRRP,125,21,1.021,"Midwest Region"
"ST MARY'S HEALTH CENTER",MO,READM-30-HF-HRRP,399,86,1.0077,"Midwest Region"
"ST MARY'S HEALTH CENTER",MO,READM-30-PN-HRRP,455,86,1.0806,"Midwest Region"
"TWIN RIVERS REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,121,25,0.9585,"Midwest Region"
"TWIN RIVERS REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,222,47,1.0567,"Midwest Region"
"PHELPS COUNTY REGIONAL MEDICAL CENTER",MO,READM-30-AMI-HRRP,85,16,0.9669,"Midwest Region"
"PHELPS COUNTY REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,362,83,0.9617,"Midwest Region"
"PHELPS COUNTY REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,418,63,0.9064,"Midwest Region"
"MERCY HOSPITAL ST LOUIS",MO,READM-30-AMI-HRRP,341,53,0.9432,"Midwest Region"
"MERCY HOSPITAL ST LOUIS",MO,READM-30-HF-HRRP,959,261,1.1502,"Midwest Region"
"MERCY HOSPITAL ST LOUIS",MO,READM-30-PN-HRRP,797,163,1.0872,"Midwest Region"
"NORTHEAST REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,112,33,1.113,"Midwest Region"
"NORTHEAST REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,157,22,0.9357,"Midwest Region"
"MERCY HOSPITAL JEFFERSON",MO,READM-30-AMI-HRRP,336,53,0.9413,"Midwest Region"
"MERCY HOSPITAL JEFFERSON",MO,READM-30-HF-HRRP,682,183,1.0632,"Midwest Region"
"MERCY HOSPITAL JEFFERSON",MO,READM-30-PN-HRRP,506,96,1.0383,"Midwest Region"
"TEXAS COUNTY MEMORIAL HOSPITAL",MO,READM-30-HF-HRRP,83,25,1.1137,"Midwest Region"
"TEXAS COUNTY MEMORIAL HOSPITAL",MO,READM-30-PN-HRRP,192,29,0.9767,"Midwest Region"
"HANNIBAL REGIONAL HOSPITAL",MO,READM-30-AMI-HRRP,158,22,0.9309,"Midwest Region"
"HANNIBAL REGIONAL HOSPITAL",MO,READM-30-HF-HRRP,345,70,0.9433,"Midwest Region"
"HANNIBAL REGIONAL HOSPITAL",MO,READM-30-PN-HRRP,451,76,0.9597,"Midwest Region"
"RESEARCH MEDICAL CENTER",MO,READM-30-AMI-HRRP,162,24,0.969,"Midwest Region"
"RESEARCH MEDICAL CENTER",MO,READM-30-HF-HRRP,295,60,0.9692,"Midwest Region"
"RESEARCH MEDICAL CENTER",MO,READM-30-PN-HRRP,191,40,1.0679,"Midwest Region"
"BARNES JEWISH HOSPITAL",MO,READM-30-AMI-HRRP,654,134,1.0474,"Midwest Region"
"BARNES JEWISH HOSPITAL",MO,READM-30-HF-HRRP,1198,358,1.2077,"Midwest Region"
"BARNES JEWISH HOSPITAL",MO,READM-30-PN-HRRP,568,149,1.2323,"Midwest Region"
"BATES COUNTY MEMORIAL HOSPITAL",MO,READM-30-HF-HRRP,125,36,1.0859,"Midwest Region"
"BATES COUNTY MEMORIAL HOSPITAL",MO,READM-30-PN-HRRP,169,34,1.0471,"Midwest Region"
"COX MEDICAL CENTER",MO,READM-30-AMI-HRRP,595,107,1.057,"Midwest Region"
"COX MEDICAL CENTER",MO,READM-30-HF-HRRP,791,143,0.8581,"Midwest Region"
"COX MEDICAL CENTER",MO,READM-30-PN-HRRP,1045,172,0.9584,"Midwest Region"
"CAPITAL REGION MEDICAL CENTER",MO,READM-30-AMI-HRRP,202,24,0.8936,"Midwest Region"
"CAPITAL REGION MEDICAL CENTER",MO,READM-30-HF-HRRP,431,103,1.0553,"Midwest Region"
"CAPITAL REGION MEDICAL CENTER",MO,READM-30-PN-HRRP,428,76,1.0398,"Midwest Region"
"TRUMAN MEDICAL CENTER HOSPITAL HILL",MO,READM-30-HF-HRRP,109,34,1.1092,"Midwest Region"
"TRUMAN MEDICAL CENTER HOSPITAL HILL",MO,READM-30-PN-HRRP,50,12,1.0404,"Midwest Region"
"MERCY HOSPITAL WASHINGTON",MO,READM-30-HF-HRRP,274,55,0.9557,"Midwest Region"
"MERCY HOSPITAL WASHINGTON",MO,READM-30-PN-HRRP,238,44,1.0549,"Midwest Region"
"CAMERON REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,136,33,0.9982,"Midwest Region"
"CAMERON REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,280,52,1.012,"Midwest Region"
"MERCY HOSPITAL LEBANON",MO,READM-30-HF-HRRP,119,24,0.9779,"Midwest Region"
"MERCY HOSPITAL LEBANON",MO,READM-30-PN-HRRP,171,34,1.0728,"Midwest Region"
"NEVADA REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,86,17,0.9706,"Midwest Region"
"NEVADA REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,104,15,0.957,"Midwest Region"
"SAINT LUKES NORTHLAND HOSPITAL",MO,READM-30-AMI-HRRP,86,15,1.0181,"Midwest Region"
"SAINT LUKES NORTHLAND HOSPITAL",MO,READM-30-HF-HRRP,198,40,0.962,"Midwest Region"
"SAINT LUKES NORTHLAND HOSPITAL",MO,READM-30-PN-HRRP,189,34,1.0519,"Midwest Region"
"AUDRAIN MEDICAL CENTER",MO,READM-30-HF-HRRP,332,47,0.7902,"Midwest Region"
"AUDRAIN MEDICAL CENTER",MO,READM-30-PN-HRRP,288,44,0.937,"Midwest Region"
"MERCY HOSPITAL SPRINGFIELD",MO,READM-30-AMI-HRRP,562,71,0.9116,"Midwest Region"
"MERCY HOSPITAL SPRINGFIELD",MO,READM-30-HF-HRRP,938,147,0.7809,"Midwest Region"
"MERCY HOSPITAL SPRINGFIELD",MO,READM-30-PN-HRRP,764,112,0.9154,"Midwest Region"
"BOONE HOSPITAL CENTER",MO,READM-30-PN-HRRP,634,94,0.9332,"Midwest Region"
"BOONE HOSPITAL CENTER",MO,READM-30-AMI-HRRP,661,105,0.9905,"Midwest Region"
"BOONE HOSPITAL CENTER",MO,READM-30-HF-HRRP,962,172,0.8539,"Midwest Region"
"PEMISCOT COUNTY MEMORIAL HOSPITAL",MO,READM-30-HF-HRRP,158,42,1.069,"Midwest Region"
"PEMISCOT COUNTY MEMORIAL HOSPITAL",MO,READM-30-PN-HRRP,51,11,1.0453,"Midwest Region"
"MOBERLY REGIONAL MEDICAL CENTER",MO,READM-30-AMI-HRRP,63,14,1.031,"Midwest Region"
"MOBERLY REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,154,32,0.9584,"Midwest Region"
"MOBERLY REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,150,26,0.9926,"Midwest Region"
"ST ANTHONY'S MEDICAL CENTER",MO,READM-30-AMI-HRRP,446,85,1.0918,"Midwest Region"
"ST ANTHONY'S MEDICAL CENTER",MO,READM-30-HF-HRRP,1205,295,1.0581,"Midwest Region"
"ST ANTHONY'S MEDICAL CENTER",MO,READM-30-PN-HRRP,1072,231,1.1509,"Midwest Region"
"OZARKS MEDICAL CENTER",MO,READM-30-AMI-HRRP,132,14,0.892,"Midwest Region"
"OZARKS MEDICAL CENTER",MO,READM-30-HF-HRRP,223,39,0.9007,"Midwest Region"
"OZARKS MEDICAL CENTER",MO,READM-30-PN-HRRP,361,65,1.0343,"Midwest Region"
"SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY",MO,READM-30-HF-HRRP,44,16,1.0744,"Midwest Region"
"SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY",MO,READM-30-PN-HRRP,86,25,1.1,"Midwest Region"
"SSM ST CLARE HEALTH CENTER",MO,READM-30-AMI-HRRP,270,53,1.0807,"Midwest Region"
"SSM ST CLARE HEALTH CENTER",MO,READM-30-HF-HRRP,507,107,0.9577,"Midwest Region"
"SSM ST CLARE HEALTH CENTER",MO,READM-30-PN-HRRP,323,66,1.0808,"Midwest Region"
"ST JOSEPH MEDICAL CENTER",MO,READM-30-AMI-HRRP,300,57,1.073,"Midwest Region"
"ST JOSEPH MEDICAL CENTER",MO,READM-30-HF-HRRP,595,115,0.9226,"Midwest Region"
"ST JOSEPH MEDICAL CENTER",MO,READM-30-PN-HRRP,621,91,0.9108,"Midwest Region"
"SSM ST MARYS HEALTH CENTER",MO,READM-30-AMI-HRRP,164,30,1.0148,"Midwest Region"
"SSM ST MARYS HEALTH CENTER",MO,READM-30-HF-HRRP,623,164,1.1287,"Midwest Region"
"SSM ST MARYS HEALTH CENTER",MO,READM-30-PN-HRRP,325,66,1.0758,"Midwest Region"
"COX MEDICAL CENTER BRANSON",MO,READM-30-AMI-HRRP,209,33,0.9974,"Midwest Region"
"COX MEDICAL CENTER BRANSON",MO,READM-30-HF-HRRP,388,83,0.9566,"Midwest Region"
"COX MEDICAL CENTER BRANSON",MO,READM-30-PN-HRRP,302,48,0.9066,"Midwest Region"
"CENTERPOINT MEDICAL CENTER",MO,READM-30-AMI-HRRP,254,47,1.0738,"Midwest Region"
"CENTERPOINT MEDICAL CENTER",MO,READM-30-HF-HRRP,474,81,0.8674,"Midwest Region"
"CENTERPOINT MEDICAL CENTER",MO,READM-30-PN-HRRP,351,61,1.0299,"Midwest Region"
"NORTH KANSAS CITY HOSPITAL",MO,READM-30-AMI-HRRP,379,67,1.0804,"Midwest Region"
"NORTH KANSAS CITY HOSPITAL",MO,READM-30-HF-HRRP,1032,227,0.9968,"Midwest Region"
"NORTH KANSAS CITY HOSPITAL",MO,READM-30-PN-HRRP,806,144,1.0313,"Midwest Region"
"WESTERN MISSOURI MEDICAL CENTER",MO,READM-30-HF-HRRP,131,27,0.9966,"Midwest Region"
"WESTERN MISSOURI MEDICAL CENTER",MO,READM-30-PN-HRRP,200,27,0.9602,"Midwest Region"
"TRUMAN MEDICAL CENTER LAKEWOOD",MO,READM-30-PN-HRRP,39,11,1.0664,"Midwest Region"
"SSM DEPAUL HEALTH CENTER",MO,READM-30-AMI-HRRP,250,56,1.1202,"Midwest Region"
"SSM DEPAUL HEALTH CENTER",MO,READM-30-HF-HRRP,662,187,1.1795,"Midwest Region"
"SSM DEPAUL HEALTH CENTER",MO,READM-30-PN-HRRP,286,62,1.0858,"Midwest Region"
"ST LOUIS UNIVERSITY HOSPITAL",MO,READM-30-AMI-HRRP,80,17,1.0285,"Midwest Region"
"ST LOUIS UNIVERSITY HOSPITAL",MO,READM-30-HF-HRRP,235,63,1.0569,"Midwest Region"
"ST LOUIS UNIVERSITY HOSPITAL",MO,READM-30-PN-HRRP,174,37,1.0484,"Midwest Region"
"MISSOURI BAPTIST MEDICAL CENTER",MO,READM-30-AMI-HRRP,704,131,1.037,"Midwest Region"
"MISSOURI BAPTIST MEDICAL CENTER",MO,READM-30-HF-HRRP,1371,296,0.9545,"Midwest Region"
"MISSOURI BAPTIST MEDICAL CENTER",MO,READM-30-PN-HRRP,1028,196,1.0296,"Midwest Region"
"SOUTHEAST MISSOURI HOSPITAL",MO,READM-30-AMI-HRRP,255,44,1.0437,"Midwest Region"
"SOUTHEAST MISSOURI HOSPITAL",MO,READM-30-HF-HRRP,451,99,0.9957,"Midwest Region"
"SOUTHEAST MISSOURI HOSPITAL",MO,READM-30-PN-HRRP,462,80,0.9823,"Midwest Region"
"MISSOURI DELTA MEDICAL CENTER",MO,READM-30-HF-HRRP,331,85,1.0457,"Midwest Region"
"MISSOURI DELTA MEDICAL CENTER",MO,READM-30-PN-HRRP,376,82,1.1352,"Midwest Region"
"MINERAL AREA REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,160,38,1.0086,"Midwest Region"
"MINERAL AREA REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,230,42,0.9946,"Midwest Region"
"POPLAR BLUFF REGIONAL MEDICAL CENTER",MO,READM-30-AMI-HRRP,151,30,1.0586,"Midwest Region"
"POPLAR BLUFF REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,558,144,1.1116,"Midwest Region"
"POPLAR BLUFF REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,473,77,0.9534,"Midwest Region"
"FREEMAN HEALTH SYSTEM - FREEMAN WEST",MO,READM-30-AMI-HRRP,453,71,0.9822,"Midwest Region"
"FREEMAN HEALTH SYSTEM - FREEMAN WEST",MO,READM-30-HF-HRRP,459,100,0.9529,"Midwest Region"
"FREEMAN HEALTH SYSTEM - FREEMAN WEST",MO,READM-30-PN-HRRP,589,83,0.8414,"Midwest Region"
"ST LUKES HOSPITAL OF KANSAS CITY",MO,READM-30-AMI-HRRP,456,87,1.0895,"Midwest Region"
"ST LUKES HOSPITAL OF KANSAS CITY",MO,READM-30-HF-HRRP,736,161,0.9515,"Midwest Region"
"ST LUKES HOSPITAL OF KANSAS CITY",MO,READM-30-PN-HRRP,444,95,1.1197,"Midwest Region"
"UNIVERSITY OF MISSOURI HEALTH CARE",MO,READM-30-AMI-HRRP,200,39,1.0812,"Midwest Region"
"UNIVERSITY OF MISSOURI HEALTH CARE",MO,READM-30-HF-HRRP,258,49,0.9003,"Midwest Region"
"UNIVERSITY OF MISSOURI HEALTH CARE",MO,READM-30-PN-HRRP,269,42,0.9281,"Midwest Region"
"FITZGIBBON HOSPITAL",MO,READM-30-HF-HRRP,116,27,1.0204,"Midwest Region"
"FITZGIBBON HOSPITAL",MO,READM-30-PN-HRRP,205,31,0.9893,"Midwest Region"
"SAC-OSAGE HOSPITAL",MO,READM-30-HF-HRRP,50,12,1.0232,"Midwest Region"
"SOUTHEASTHEALTH CENTER OF STODDARD COUNTY",MO,READM-30-HF-HRRP,183,48,1.083,"Midwest Region"
"SOUTHEASTHEALTH CENTER OF STODDARD COUNTY",MO,READM-30-PN-HRRP,239,45,1.032,"Midwest Region"
"BARNES-JEWISH WEST COUNTY HOSPITAL",MO,READM-30-HF-HRRP,137,20,0.8751,"Midwest Region"
"BARNES-JEWISH WEST COUNTY HOSPITAL",MO,READM-30-PN-HRRP,98,13,0.956,"Midwest Region"
"PARKLAND HEALTH CENTER",MO,READM-30-HF-HRRP,244,63,0.9982,"Midwest Region"
"PARKLAND HEALTH CENTER",MO,READM-30-PN-HRRP,296,47,0.9379,"Midwest Region"
"GOLDEN VALLEY MEMORIAL HOSPITAL",MO,READM-30-HF-HRRP,235,45,0.9545,"Midwest Region"
"GOLDEN VALLEY MEMORIAL HOSPITAL",MO,READM-30-PN-HRRP,234,36,0.9736,"Midwest Region"
"DES PERES HOSPITAL",MO,READM-30-AMI-HRRP,163,35,1.0711,"Midwest Region"
"DES PERES HOSPITAL",MO,READM-30-HF-HRRP,252,44,0.8838,"Midwest Region"
"DES PERES HOSPITAL",MO,READM-30-PN-HRRP,375,83,1.134,"Midwest Region"
"LIBERTY HOSPITAL",MO,READM-30-AMI-HRRP,206,41,1.0624,"Midwest Region"
"LIBERTY HOSPITAL",MO,READM-30-HF-HRRP,518,129,1.0587,"Midwest Region"
"LIBERTY HOSPITAL",MO,READM-30-PN-HRRP,578,98,1.0119,"Midwest Region"
"ST LUKES HOSPITAL",MO,READM-30-AMI-HRRP,442,77,0.996,"Midwest Region"
"ST LUKES HOSPITAL",MO,READM-30-HF-HRRP,951,185,0.9006,"Midwest Region"
"ST LUKES HOSPITAL",MO,READM-30-PN-HRRP,935,162,1.0012,"Midwest Region"
"CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST",MO,READM-30-AMI-HRRP,370,77,1.0326,"Midwest Region"
"CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST",MO,READM-30-HF-HRRP,763,181,0.967,"Midwest Region"
"CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST",MO,READM-30-PN-HRRP,363,86,1.1022,"Midwest Region"
"SAINT FRANCIS MEDICAL CENTER",MO,READM-30-AMI-HRRP,232,32,0.9374,"Midwest Region"
"SAINT FRANCIS MEDICAL CENTER",MO,READM-30-HF-HRRP,620,123,0.9295,"Midwest Region"
"SAINT FRANCIS MEDICAL CENTER",MO,READM-30-PN-HRRP,786,130,0.9786,"Midwest Region"
"LAKE REGIONAL HEALTH SYSTEM",MO,READM-30-AMI-HRRP,297,43,0.9362,"Midwest Region"
"LAKE REGIONAL HEALTH SYSTEM",MO,READM-30-HF-HRRP,426,102,1.0104,"Midwest Region"
"LAKE REGIONAL HEALTH SYSTEM",MO,READM-30-PN-HRRP,437,54,0.8213,"Midwest Region"
"LEE'S SUMMIT MEDICAL CENTER",MO,READM-30-HF-HRRP,157,41,1.0718,"Midwest Region"
"LEE'S SUMMIT MEDICAL CENTER",MO,READM-30-PN-HRRP,156,36,1.1209,"Midwest Region"
"BARNES-JEWISH ST PETERS HOSPITAL",MO,READM-30-AMI-HRRP,133,20,0.9531,"Midwest Region"
"BARNES-JEWISH ST PETERS HOSPITAL",MO,READM-30-HF-HRRP,313,77,1.0032,"Midwest Region"
"BARNES-JEWISH ST PETERS HOSPITAL",MO,READM-30-PN-HRRP,283,53,0.9757,"Midwest Region"
"ST MARY'S MEDICAL CENTER",MO,READM-30-AMI-HRRP,109,20,1.0051,"Midwest Region"
"ST MARY'S MEDICAL CENTER",MO,READM-30-HF-HRRP,143,30,0.9647,"Midwest Region"
"ST MARY'S MEDICAL CENTER",MO,READM-30-PN-HRRP,297,64,1.1337,"Midwest Region"
"CITIZENS MEMORIAL HOSPITAL",MO,READM-30-HF-HRRP,123,36,1.1151,"Midwest Region"
"CITIZENS MEMORIAL HOSPITAL",MO,READM-30-PN-HRRP,181,32,0.9793,"Midwest Region"
"SSM ST JOSEPH HOSPITAL WEST",MO,READM-30-AMI-HRRP,96,15,0.9729,"Midwest Region"
"SSM ST JOSEPH HOSPITAL WEST",MO,READM-30-HF-HRRP,395,73,0.8942,"Midwest Region"
"SSM ST JOSEPH HOSPITAL WEST",MO,READM-30-PN-HRRP,230,33,0.9529,"Midwest Region"
"OZARKS COMMUNITY HOSPITAL",MO,READM-30-PN-HRRP,124,18,0.961,"Midwest Region"
"ST ALEXIUS HOSPITAL",MO,READM-30-HF-HRRP,135,35,1.0547,"Midwest Region"
"ST ALEXIUS HOSPITAL",MO,READM-30-PN-HRRP,155,26,0.9674,"Midwest Region"
"BELTON REGIONAL MEDICAL CENTER",MO,READM-30-HF-HRRP,62,13,1.0072,"Midwest Region"
"BELTON REGIONAL MEDICAL CENTER",MO,READM-30-PN-HRRP,79,18,1.1033,"Midwest Region"
"SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL",MO,READM-30-AMI-HRRP,157,26,0.9972,"Midwest Region"
"SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL",MO,READM-30-HF-HRRP,372,95,1.0648,"Midwest Region"
"SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL",MO,READM-30-PN-HRRP,390,76,1.0912,"Midwest Region"
"PROGRESS WEST HOSPITAL",MO,READM-30-HF-HRRP,100,27,1.0453,"Midwest Region"
"PROGRESS WEST HOSPITAL",MO,READM-30-PN-HRRP,122,16,0.9344,"Midwest Region"
"ST PETER'S HOSPITAL",MT,READM-30-HF-HRRP,152,21,0.8767,"West Region"
"ST PETER'S HOSPITAL",MT,READM-30-PN-HRRP,312,43,0.9435,"West Region"
"BILLINGS CLINIC HOSPITAL",MT,READM-30-AMI-HRRP,353,45,0.946,"West Region"
"BILLINGS CLINIC HOSPITAL",MT,READM-30-HF-HRRP,504,64,0.7563,"West Region"
"BILLINGS CLINIC HOSPITAL",MT,READM-30-PN-HRRP,405,59,0.9439,"West Region"
"BENEFIS HOSPITALS INC",MT,READM-30-AMI-HRRP,206,25,0.9213,"West Region"
"BENEFIS HOSPITALS INC",MT,READM-30-HF-HRRP,346,59,0.8883,"West Region"
"BENEFIS HOSPITALS INC",MT,READM-30-PN-HRRP,342,41,0.8674,"West Region"
"ST PATRICK HOSPITAL",MT,READM-30-AMI-HRRP,374,23,0.7131,"West Region"
"ST PATRICK HOSPITAL",MT,READM-30-HF-HRRP,288,42,0.848,"West Region"
"ST PATRICK HOSPITAL",MT,READM-30-PN-HRRP,335,31,0.8142,"West Region"
"ST JAMES HEALTHCARE",MT,READM-30-HF-HRRP,129,29,1.0253,"West Region"
"ST JAMES HEALTHCARE",MT,READM-30-PN-HRRP,177,23,0.9453,"West Region"
"COMMUNITY MEDICAL CENTER INC",MT,READM-30-HF-HRRP,88,19,1.0156,"West Region"
"NORTHERN MONTANA HOSPITAL",MT,READM-30-PN-HRRP,148,21,0.9733,"West Region"
"ST VINCENT HEALTHCARE",MT,READM-30-AMI-HRRP,303,31,0.868,"West Region"
"ST VINCENT HEALTHCARE",MT,READM-30-HF-HRRP,362,53,0.8356,"West Region"
"ST VINCENT HEALTHCARE",MT,READM-30-PN-HRRP,435,49,0.8373,"West Region"
"KALISPELL REGIONAL MEDICAL CENTER",MT,READM-30-AMI-HRRP,176,21,0.9317,"West Region"
"KALISPELL REGIONAL MEDICAL CENTER",MT,READM-30-HF-HRRP,237,36,0.8708,"West Region"
"KALISPELL REGIONAL MEDICAL CENTER",MT,READM-30-PN-HRRP,333,30,0.7852,"West Region"
"BOZEMAN DEACONESS HOSPITAL",MT,READM-30-HF-HRRP,169,22,0.8659,"West Region"
"BOZEMAN DEACONESS HOSPITAL",MT,READM-30-PN-HRRP,246,22,0.8505,"West Region"
"P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET",MT,READM-30-PN-HRRP,85,18,1.0068,"West Region"
"BRYAN MEDICAL CENTER",NE,READM-30-AMI-HRRP,592,79,0.9507,"Midwest Region"
"BRYAN MEDICAL CENTER",NE,READM-30-HF-HRRP,791,119,0.7867,"Midwest Region"
"BRYAN MEDICAL CENTER",NE,READM-30-PN-HRRP,910,144,0.9528,"Midwest Region"
"GOOD SAMARITAN HOSPITAL",NE,READM-30-AMI-HRRP,235,20,0.8464,"Midwest Region"
"GOOD SAMARITAN HOSPITAL",NE,READM-30-HF-HRRP,369,51,0.8006,"Midwest Region"
"GOOD SAMARITAN HOSPITAL",NE,READM-30-PN-HRRP,418,56,0.925,"Midwest Region"
"THE NEBRASKA MEDICAL CENTER",NE,READM-30-AMI-HRRP,300,50,1.0021,"Midwest Region"
"THE NEBRASKA MEDICAL CENTER",NE,READM-30-HF-HRRP,513,111,0.9699,"Midwest Region"
"THE NEBRASKA MEDICAL CENTER",NE,READM-30-PN-HRRP,475,94,1.033,"Midwest Region"
"SAINT ELIZABETH REGIONAL MEDICAL CENTER",NE,READM-30-AMI-HRRP,129,21,1.0273,"Midwest Region"
"SAINT ELIZABETH REGIONAL MEDICAL CENTER",NE,READM-30-HF-HRRP,430,95,1.0202,"Midwest Region"
"SAINT ELIZABETH REGIONAL MEDICAL CENTER",NE,READM-30-PN-HRRP,751,116,0.9495,"Midwest Region"
"ST FRANCIS MEDICAL CENTER",NE,READM-30-AMI-HRRP,113,19,1.0104,"Midwest Region"
"ST FRANCIS MEDICAL CENTER",NE,READM-30-HF-HRRP,318,74,1.0235,"Midwest Region"
"ST FRANCIS MEDICAL CENTER",NE,READM-30-PN-HRRP,482,85,0.9836,"Midwest Region"
"ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED",NE,READM-30-AMI-HRRP,299,28,0.8306,"Midwest Region"
"ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED",NE,READM-30-HF-HRRP,305,62,0.9838,"Midwest Region"
"ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED",NE,READM-30-PN-HRRP,149,31,1.0607,"Midwest Region"
"MARY LANNING HEALTHCARE",NE,READM-30-HF-HRRP,260,53,0.9754,"Midwest Region"
"MARY LANNING HEALTHCARE",NE,READM-30-PN-HRRP,309,40,0.9123,"Midwest Region"
"THE NEBRASKA METHODIST HOSPITAL",NE,READM-30-AMI-HRRP,232,27,0.8927,"Midwest Region"
"THE NEBRASKA METHODIST HOSPITAL",NE,READM-30-HF-HRRP,483,84,0.8944,"Midwest Region"
"THE NEBRASKA METHODIST HOSPITAL",NE,READM-30-PN-HRRP,604,113,1.0535,"Midwest Region"
"ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR",NE,READM-30-AMI-HRRP,264,43,0.994,"Midwest Region"
"ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR",NE,READM-30-HF-HRRP,517,85,0.8453,"Midwest Region"
"ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR",NE,READM-30-PN-HRRP,328,55,0.9932,"Midwest Region"
"REGIONAL WEST MEDICAL CENTER",NE,READM-30-HF-HRRP,194,24,0.8652,"Midwest Region"
"REGIONAL WEST MEDICAL CENTER",NE,READM-30-PN-HRRP,336,32,0.8485,"Midwest Region"
"GREAT PLAINS REGIONAL MEDICAL CENTER",NE,READM-30-HF-HRRP,202,47,1.0213,"Midwest Region"
"GREAT PLAINS REGIONAL MEDICAL CENTER",NE,READM-30-PN-HRRP,334,57,0.9791,"Midwest Region"
"FREMONT AREA MEDICAL CENTER",NE,READM-30-HF-HRRP,183,20,0.8184,"Midwest Region"
"FREMONT AREA MEDICAL CENTER",NE,READM-30-PN-HRRP,240,37,0.9819,"Midwest Region"
"ALEGENT CREIGHTON HEALTH IMMANUEL MEDICAL CENTER",NE,READM-30-AMI-HRRP,124,22,1.0185,"Midwest Region"
"ALEGENT CREIGHTON HEALTH IMMANUEL MEDICAL CENTER",NE,READM-30-HF-HRRP,206,41,0.9656,"Midwest Region"
"ALEGENT CREIGHTON HEALTH IMMANUEL MEDICAL CENTER",NE,READM-30-PN-HRRP,236,46,1.0465,"Midwest Region"
"ALEGENT CREIGHTON HEALTH MIDLANDS HOSPITAL",NE,READM-30-HF-HRRP,154,29,0.958,"Midwest Region"
"ALEGENT CREIGHTON HEALTH MIDLANDS HOSPITAL",NE,READM-30-PN-HRRP,151,21,0.9558,"Midwest Region"
"COLUMBUS COMMUNITY HOSPITAL",NE,READM-30-HF-HRRP,121,27,1.046,"Midwest Region"
"COLUMBUS COMMUNITY HOSPITAL",NE,READM-30-PN-HRRP,175,26,0.9976,"Midwest Region"
"FAITH REGIONAL HEALTH SERVICES",NE,READM-30-AMI-HRRP,178,18,0.8707,"Midwest Region"
"FAITH REGIONAL HEALTH SERVICES",NE,READM-30-HF-HRRP,223,42,0.9168,"Midwest Region"
"FAITH REGIONAL HEALTH SERVICES",NE,READM-30-PN-HRRP,306,50,0.9629,"Midwest Region"
"NEBRASKA HEART HOSPITAL",NE,READM-30-AMI-HRRP,387,49,0.9039,"Midwest Region"
"NEBRASKA HEART HOSPITAL",NE,READM-30-HF-HRRP,498,78,0.8429,"Midwest Region"
"ALEGENT CREIGHTON HEALTH LAKESIDE HOSPITAL",NE,READM-30-AMI-HRRP,111,13,0.917,"Midwest Region"
"ALEGENT CREIGHTON HEALTH LAKESIDE HOSPITAL",NE,READM-30-HF-HRRP,288,56,0.916,"Midwest Region"
"ALEGENT CREIGHTON HEALTH LAKESIDE HOSPITAL",NE,READM-30-PN-HRRP,277,54,1.0085,"Midwest Region"
"BELLEVUE MEDICAL CENTER",NE,READM-30-HF-HRRP,108,25,1.019,"Midwest Region"
"BELLEVUE MEDICAL CENTER",NE,READM-30-PN-HRRP,136,23,0.9896,"Midwest Region"
"RENOWN REGIONAL MEDICAL CENTER",NV,READM-30-AMI-HRRP,526,64,0.8699,"West Region"
"RENOWN REGIONAL MEDICAL CENTER",NV,READM-30-HF-HRRP,557,124,1.0006,"West Region"
"RENOWN REGIONAL MEDICAL CENTER",NV,READM-30-PN-HRRP,472,89,1.0686,"West Region"
